采集任务ID,酒店ID,酒店名称,热度等级,标准平台ID,平台名称,原始平台名称,是否官网,平台酒店ID,详情URL模板,入住日期,离店日期,间夜数,成人数,儿童数,房间数,币种,POS,语言,采集通道,采集优先级,刷新周期小时,模板口径状态,模板口径问题,任务状态,不可执行原因,生成批次ID,任务哈希
task_760f137d0b8fcb79f553a495,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,agoda,Agoda,Agoda,否,546985,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=31&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=546985&RoomID=&masterRoomId=3139549&PriceTotal=47.12&PriceTax=7.09&PriceFee=4.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US&audience_list=&mcid=332&booking_source=cpc&adType=0&mpt=UDVSWFBJamZKYVBlMEdUWmFPK00wV2RxZ1IzN2pqajZydUlFdTlieTZ0eXpJRWpHNDd2WENNb3A5N3E3K0k1YVpGZlZHU3dtL3diag&original_rr=US&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-09-07,2026-09-08,1,2,0,1,THB,TH,en,precision,first,6,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,760f137d0b8fcb79f553a49514222b44d39ed36a078a93f8550d83e79958cfaa
task_03f6393d3c48e87910997910,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,agoda,Agoda,Agoda,否,546985,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=31&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=546985&RoomID=&masterRoomId=3139549&PriceTotal=47.12&PriceTax=7.09&PriceFee=4.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US&audience_list=&mcid=332&booking_source=cpc&adType=0&mpt=UDVSWFBJamZKYVBlMEdUWmFPK00wV2RxZ1IzN2pqajZydUlFdTlieTZ0eXpJRWpHNDd2WENNb3A5N3E3K0k1YVpGZlZHU3dtL3diag&original_rr=US&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-09-09,2026-09-10,1,2,0,1,THB,TH,en,precision,first,6,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,03f6393d3c48e879109979101f0fe2aa83203fe191e41a875bb7ae2e9cfa0d9d
task_47bed0d8f73af6caafa51799,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,agoda,Agoda,Agoda,否,546985,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=31&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=546985&RoomID=&masterRoomId=3139549&PriceTotal=47.12&PriceTax=7.09&PriceFee=4.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US&audience_list=&mcid=332&booking_source=cpc&adType=0&mpt=UDVSWFBJamZKYVBlMEdUWmFPK00wV2RxZ1IzN2pqajZydUlFdTlieTZ0eXpJRWpHNDd2WENNb3A5N3E3K0k1YVpGZlZHU3dtL3diag&original_rr=US&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-09-13,2026-09-14,1,2,0,1,THB,TH,en,precision,first,6,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,47bed0d8f73af6caafa51799ed6e4c7dc109e445f686b951e03dc68410108edd
task_8de1d762413535481467668f,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,agoda,Agoda,Agoda,否,546985,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=31&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=546985&RoomID=&masterRoomId=3139549&PriceTotal=47.12&PriceTax=7.09&PriceFee=4.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US&audience_list=&mcid=332&booking_source=cpc&adType=0&mpt=UDVSWFBJamZKYVBlMEdUWmFPK00wV2RxZ1IzN2pqajZydUlFdTlieTZ0eXpJRWpHNDd2WENNb3A5N3E3K0k1YVpGZlZHU3dtL3diag&original_rr=US&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-09-20,2026-09-21,1,2,0,1,THB,TH,en,precision,first,6,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,8de1d762413535481467668fd66def1624f03bb7d13286bacea1b6040b604b48
task_2e6e8f9901b800c2e34e201e,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,agoda,Agoda,Agoda,否,546985,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=31&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=546985&RoomID=&masterRoomId=3139549&PriceTotal=47.12&PriceTax=7.09&PriceFee=4.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US&audience_list=&mcid=332&booking_source=cpc&adType=0&mpt=UDVSWFBJamZKYVBlMEdUWmFPK00wV2RxZ1IzN2pqajZydUlFdTlieTZ0eXpJRWpHNDd2WENNb3A5N3E3K0k1YVpGZlZHU3dtL3diag&original_rr=US&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-09-27,2026-09-28,1,2,0,1,THB,TH,en,precision,first,6,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,2e6e8f9901b800c2e34e201e4f50c20e9c362665c198df07f9135447d524fde3
task_8bad71bfe1efc09b58ffe973,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,agoda,Agoda,Agoda,否,546985,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=31&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=546985&RoomID=&masterRoomId=3139549&PriceTotal=47.12&PriceTax=7.09&PriceFee=4.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US&audience_list=&mcid=332&booking_source=cpc&adType=0&mpt=UDVSWFBJamZKYVBlMEdUWmFPK00wV2RxZ1IzN2pqajZydUlFdTlieTZ0eXpJRWpHNDd2WENNb3A5N3E3K0k1YVpGZlZHU3dtL3diag&original_rr=US&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-10-06,2026-10-07,1,2,0,1,THB,TH,en,precision,first,6,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,8bad71bfe1efc09b58ffe9736829894f76ca4ea6dda0dcfa2736f52bf7053f93
task_ff2a498a6edce2efb61252d1,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,agoda,Agoda,Agoda,否,546985,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=31&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=546985&RoomID=&masterRoomId=3139549&PriceTotal=47.12&PriceTax=7.09&PriceFee=4.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US&audience_list=&mcid=332&booking_source=cpc&adType=0&mpt=UDVSWFBJamZKYVBlMEdUWmFPK00wV2RxZ1IzN2pqajZydUlFdTlieTZ0eXpJRWpHNDd2WENNb3A5N3E3K0k1YVpGZlZHU3dtL3diag&original_rr=US&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-10-21,2026-10-22,1,2,0,1,THB,TH,en,precision,first,6,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,ff2a498a6edce2efb61252d1dcf1055aec59013ba695e804d6467178d5c55f41
task_e93e148ca6c93eb9b2caef59,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,agoda,Agoda,Agoda,否,546985,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=31&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=546985&RoomID=&masterRoomId=3139549&PriceTotal=47.12&PriceTax=7.09&PriceFee=4.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US&audience_list=&mcid=332&booking_source=cpc&adType=0&mpt=UDVSWFBJamZKYVBlMEdUWmFPK00wV2RxZ1IzN2pqajZydUlFdTlieTZ0eXpJRWpHNDd2WENNb3A5N3E3K0k1YVpGZlZHU3dtL3diag&original_rr=US&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-11-05,2026-11-06,1,2,0,1,THB,TH,en,precision,first,6,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,e93e148ca6c93eb9b2caef597a92a504d15c01dde396cf2d984e1f9dc88cae3a
task_406845e00b47065d3d19d676,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-09-07,2026-09-08,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,406845e00b47065d3d19d676b4693a4290df32c7acba5911278d263848a9cf30
task_d9f920d700d685708aac486c,ChIJ-6FuuG6Z4jARsMd39e0lG4w,Casa Nithra,S,hotels,Hotels.com,Hotels.com,否,7811824,https://www.hotels.com/Hotel-Search?selected=7811824&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.7811824.20261004.20261005.DDT.31.CID..AUDID.&adults=2&children=&mctc=10&mpf=40.72&mpg=USD&mpl=USD&mpj=7.25&mpr=4.09&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.7811824USen-20261004-D-ABW%3D31-camp%3D-aud%3D-N&rateplanid=395799802&mpm=24&mpn=200659843&mpo=EC&mpp=1&locale=en_US&siteid=300000001,2026-09-09,2026-09-10,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260906-092202-csv-fb22d95c,d9f920d700d685708aac486cc8fe56f78796959cc455519e17c617938d9bfa44
