空间行政区关系汇总与审阅样本,,,,,,,,,
"完整 178,426 条关系见同目录《贵阳市空间行政区关系明细表.csv》；本页按关系类型各保留最多 200 条审阅样本。",,,,,,,,,
,,,,,,,,,
关系类型,完整数量,用途,,,,,,,
COLLECTED_IN,53446,采集批次,,,,,,,
REF_ADMIN_SCOPE,40086,地名解析行政区范围,,,,,,,
REF_DOMINANT_ZONE,2409,网格主导商圈,,,,,,,
REF_LOCATED_IN_ADMIN_AREA,13182,商圈/网格所属行政区,,,,,,,
REF_PARENT_ADMIN_AREA,156,行政区父子层级,,,,,,,
REF_PARENT_CELL,11297,R8 网格归属 R7 父格,,,,,,,
REF_TOWNSHIP_ID,4451,网格街镇实体引用,,,,,,,
SOURCED_FROM,53399,字段来源,,,,,,,
,,,,,,,,,
,,,,,,,,,
sourceId,sourceType,sourceName,relationType,targetId,targetType,targetName,role,fields,propertiesJson
admin_520100,AdminArea,贵阳市,COLLECTED_IN,batch_mca_division_20260915,CollectionBatch,贵阳市行政区划官方名录核验,主批次,[],"{""role"":""主批次""}"
admin_520100,AdminArea,贵阳市,SOURCED_FROM,src_mca_division,DataSource,民政部与各区县政府官网行政区划,主来源,[],"{""role"":""主来源"",""fields"":[]}"
admin_520102_15925e6c,AdminArea,龙洞堡街道,COLLECTED_IN,batch_mca_division_20260915,CollectionBatch,贵阳市行政区划官方名录核验,主批次,[],"{""role"":""主批次""}"
admin_520102_15925e6c,AdminArea,龙洞堡街道,REF_PARENT_ADMIN_AREA,admin_520102,AdminArea,南明区,,[],{}
admin_520102_15925e6c,AdminArea,龙洞堡街道,SOURCED_FROM,src_mca_division,DataSource,民政部与各区县政府官网行政区划,主来源,[],"{""role"":""主来源"",""fields"":[]}"
admin_520102_228e4886,AdminArea,花果园街道,COLLECTED_IN,batch_mca_division_20260915,CollectionBatch,贵阳市行政区划官方名录核验,主批次,[],"{""role"":""主批次""}"
admin_520102_228e4886,AdminArea,花果园街道,REF_PARENT_ADMIN_AREA,admin_520102,AdminArea,南明区,,[],{}
admin_520102_228e4886,AdminArea,花果园街道,SOURCED_FROM,src_mca_division,DataSource,民政部与各区县政府官网行政区划,主来源,[],"{""role"":""主来源"",""fields"":[]}"
admin_520102_4617f930,AdminArea,望城街道,COLLECTED_IN,batch_mca_division_20260915,CollectionBatch,贵阳市行政区划官方名录核验,主批次,[],"{""role"":""主批次""}"
admin_520102_4617f930,AdminArea,望城街道,REF_PARENT_ADMIN_AREA,admin_520102,AdminArea,南明区,,[],{}
admin_520102_4617f930,AdminArea,望城街道,SOURCED_FROM,src_mca_division,DataSource,民政部与各区县政府官网行政区划,主来源,[],"{""role"":""主来源"",""fields"":[]}"
admin_520102_486fa6bc,AdminArea,湘雅街道,COLLECTED_IN,batch_mca_division_20260915,CollectionBatch,贵阳市行政区划官方名录核验,主批次,[],"{""role"":""主批次""}"
admin_520102_486fa6bc,AdminArea,湘雅街道,REF_PARENT_ADMIN_AREA,admin_520102,AdminArea,南明区,,[],{}
admin_520102_486fa6bc,AdminArea,湘雅街道,SOURCED_FROM,src_mca_division,DataSource,民政部与各区县政府官网行政区划,主来源,[],"{""role"":""主来源"",""fields"":[]}"
admin_520102_6da36c5b,AdminArea,兴关路街道,COLLECTED_IN,batch_mca_division_20260915,CollectionBatch,贵阳市行政区划官方名录核验,主批次,[],"{""role"":""主批次""}"
admin_520102_6da36c5b,AdminArea,兴关路街道,REF_PARENT_ADMIN_AREA,admin_520102,AdminArea,南明区,,[],{}
admin_520102_6da36c5b,AdminArea,兴关路街道,SOURCED_FROM,src_mca_division,DataSource,民政部与各区县政府官网行政区划,主来源,[],"{""role"":""主来源"",""fields"":[]}"
admin_520102_72701845,AdminArea,小车河街道,COLLECTED_IN,batch_mca_division_20260915,CollectionBatch,贵阳市行政区划官方名录核验,主批次,[],"{""role"":""主批次""}"
admin_520102_72701845,AdminArea,小车河街道,REF_PARENT_ADMIN_AREA,admin_520102,AdminArea,南明区,,[],{}
admin_520102_72701845,AdminArea,小车河街道,SOURCED_FROM,src_mca_division,DataSource,民政部与各区县政府官网行政区划,主来源,[],"{""role"":""主来源"",""fields"":[]}"
admin_520102_7ba526b0,AdminArea,沙冲路街道,COLLECTED_IN,batch_mca_division_20260915,CollectionBatch,贵阳市行政区划官方名录核验,主批次,[],"{""role"":""主批次""}"
admin_520102_7ba526b0,AdminArea,沙冲路街道,REF_PARENT_ADMIN_AREA,admin_520102,AdminArea,南明区,,[],{}
