交通类型代码,交通类型中文,route_id,trip_id,start_time,end_time,headway_secs
0,有轨电车与轻轨,2,5,06:00:00,07:00:00,360
0,有轨电车与轻轨,2,5,07:00:00,09:00:00,207
0,有轨电车与轻轨,2,5,09:00:00,09:30:00,360
0,有轨电车与轻轨,2,5,09:30:00,16:00:00,360
0,有轨电车与轻轨,2,5,16:00:00,16:30:00,360
0,有轨电车与轻轨,2,5,16:30:00,17:00:00,360
0,有轨电车与轻轨,2,5,17:00:00,20:00:00,207
0,有轨电车与轻轨,2,5,20:00:00,21:00:00,360
0,有轨电车与轻轨,2,5,21:00:00,22:00:00,360
0,有轨电车与轻轨,2,5,22:00:00,24:00:00,480
0,有轨电车与轻轨,2,6,06:00:00,07:00:00,360
0,有轨电车与轻轨,2,6,07:00:00,09:00:00,207
0,有轨电车与轻轨,2,6,09:00:00,09:30:00,360
0,有轨电车与轻轨,2,6,09:30:00,16:00:00,360
0,有轨电车与轻轨,2,6,16:00:00,16:30:00,360
0,有轨电车与轻轨,2,6,16:30:00,17:00:00,360
0,有轨电车与轻轨,2,6,17:00:00,20:00:00,207
0,有轨电车与轻轨,2,6,20:00:00,21:00:00,360
0,有轨电车与轻轨,2,6,21:00:00,22:00:00,360
0,有轨电车与轻轨,2,6,22:00:00,24:00:00,480
0,有轨电车与轻轨,2,7,06:00:00,08:00:00,420
0,有轨电车与轻轨,2,7,08:00:00,09:00:00,420
0,有轨电车与轻轨,2,7,09:00:00,11:00:00,324
0,有轨电车与轻轨,2,7,11:00:00,21:00:00,324
0,有轨电车与轻轨,2,7,21:00:00,22:00:00,420
0,有轨电车与轻轨,2,7,22:00:00,24:00:00,480
0,有轨电车与轻轨,2,8,06:00:00,08:00:00,420
0,有轨电车与轻轨,2,8,08:00:00,09:00:00,420
0,有轨电车与轻轨,2,8,09:00:00,11:00:00,324
0,有轨电车与轻轨,2,8,11:00:00,21:00:00,324
0,有轨电车与轻轨,2,8,21:00:00,22:00:00,420
0,有轨电车与轻轨,2,8,22:00:00,24:00:00,480
0,有轨电车与轻轨,1,5274,06:00:00,06:15:00,300
0,有轨电车与轻轨,1,5274,06:15:00,06:19:00,240
0,有轨电车与轻轨,1,5274,06:19:00,06:44:00,300
0,有轨电车与轻轨,1,5274,06:44:00,06:48:00,240
0,有轨电车与轻轨,1,5274,06:48:00,07:13:00,300
0,有轨电车与轻轨,1,5274,07:13:00,07:17:00,240
0,有轨电车与轻轨,1,5274,07:17:00,07:42:00,300
0,有轨电车与轻轨,1,5274,07:42:00,07:46:00,240
0,有轨电车与轻轨,1,5274,07:46:00,08:11:00,300
0,有轨电车与轻轨,1,5274,08:11:00,08:15:00,240
0,有轨电车与轻轨,1,5274,08:15:00,08:40:00,300
0,有轨电车与轻轨,1,5274,08:40:00,08:44:00,240
0,有轨电车与轻轨,1,5274,08:44:00,08:59:00,300
0,有轨电车与轻轨,1,5274,08:59:00,09:00:00,60
0,有轨电车与轻轨,1,5274,09:00:00,09:07:00,420
0,有轨电车与轻轨,1,5274,09:07:00,09:13:00,360
0,有轨电车与轻轨,1,5274,09:13:00,09:20:00,420
0,有轨电车与轻轨,1,5274,09:20:00,09:26:00,360
0,有轨电车与轻轨,1,5274,09:26:00,09:33:00,420
0,有轨电车与轻轨,1,5274,09:33:00,09:39:00,360
0,有轨电车与轻轨,1,5274,09:39:00,09:46:00,420
0,有轨电车与轻轨,1,5274,09:46:00,09:52:00,360
0,有轨电车与轻轨,1,5274,09:52:00,09:59:00,420
0,有轨电车与轻轨,1,5274,09:59:00,10:05:00,360
0,有轨电车与轻轨,1,5274,10:05:00,10:12:00,420
0,有轨电车与轻轨,1,5274,10:12:00,10:18:00,360
0,有轨电车与轻轨,1,5274,10:18:00,10:25:00,420
0,有轨电车与轻轨,1,5274,10:25:00,10:31:00,360
0,有轨电车与轻轨,1,5274,10:31:00,10:38:00,420
0,有轨电车与轻轨,1,5274,10:38:00,10:44:00,360
0,有轨电车与轻轨,1,5274,10:44:00,10:51:00,420
0,有轨电车与轻轨,1,5274,10:51:00,10:57:00,360
0,有轨电车与轻轨,1,5274,10:57:00,11:04:00,420
0,有轨电车与轻轨,1,5274,11:04:00,11:10:00,360
0,有轨电车与轻轨,1,5274,11:10:00,11:17:00,420
0,有轨电车与轻轨,1,5274,11:17:00,11:23:00,360
0,有轨电车与轻轨,1,5274,11:23:00,11:30:00,420
0,有轨电车与轻轨,1,5274,11:30:00,11:36:00,360
0,有轨电车与轻轨,1,5274,11:36:00,11:43:00,420
0,有轨电车与轻轨,1,5274,11:43:00,11:49:00,360
0,有轨电车与轻轨,1,5274,11:49:00,11:56:00,420
0,有轨电车与轻轨,1,5274,11:56:00,12:02:00,360
0,有轨电车与轻轨,1,5274,12:02:00,12:09:00,420
0,有轨电车与轻轨,1,5274,12:09:00,12:15:00,360
0,有轨电车与轻轨,1,5274,12:15:00,12:22:00,420
0,有轨电车与轻轨,1,5274,12:22:00,12:28:00,360
0,有轨电车与轻轨,1,5274,12:28:00,12:35:00,420
0,有轨电车与轻轨,1,5274,12:35:00,12:41:00,360
0,有轨电车与轻轨,1,5274,12:41:00,12:48:00,420
0,有轨电车与轻轨,1,5274,12:48:00,12:54:00,360
0,有轨电车与轻轨,1,5274,12:54:00,13:01:00,420
0,有轨电车与轻轨,1,5274,13:01:00,13:07:00,360
0,有轨电车与轻轨,1,5274,13:07:00,13:14:00,420
0,有轨电车与轻轨,1,5274,13:14:00,13:20:00,360
0,有轨电车与轻轨,1,5274,13:20:00,13:27:00,420
0,有轨电车与轻轨,1,5274,13:27:00,13:33:00,360
0,有轨电车与轻轨,1,5274,13:33:00,13:40:00,420
0,有轨电车与轻轨,1,5274,13:40:00,13:46:00,360
0,有轨电车与轻轨,1,5274,13:46:00,13:53:00,420
0,有轨电车与轻轨,1,5274,13:53:00,13:59:00,360
0,有轨电车与轻轨,1,5274,13:59:00,14:06:00,420
0,有轨电车与轻轨,1,5274,14:06:00,14:12:00,360
0,有轨电车与轻轨,1,5274,14:12:00,14:19:00,420
0,有轨电车与轻轨,1,5274,14:19:00,14:25:00,360
0,有轨电车与轻轨,1,5274,14:25:00,14:32:00,420
0,有轨电车与轻轨,1,5274,14:32:00,14:38:00,360
0,有轨电车与轻轨,1,5274,14:38:00,14:45:00,420
0,有轨电车与轻轨,1,5274,14:45:00,14:51:00,360
0,有轨电车与轻轨,1,5274,14:51:00,14:58:00,420
0,有轨电车与轻轨,1,5274,14:58:00,15:04:00,360
0,有轨电车与轻轨,1,5274,15:04:00,15:11:00,420
0,有轨电车与轻轨,1,5274,15:11:00,15:17:00,360
0,有轨电车与轻轨,1,5274,15:17:00,15:24:00,420
0,有轨电车与轻轨,1,5274,15:24:00,15:30:00,360
0,有轨电车与轻轨,1,5274,15:30:00,15:37:00,420
0,有轨电车与轻轨,1,5274,15:37:00,15:43:00,360
0,有轨电车与轻轨,1,5274,15:43:00,15:50:00,420
0,有轨电车与轻轨,1,5274,15:50:00,15:56:00,360
0,有轨电车与轻轨,1,5274,15:56:00,16:03:00,420
0,有轨电车与轻轨,1,5274,16:03:00,16:09:00,360
0,有轨电车与轻轨,1,5274,16:09:00,16:16:00,420
0,有轨电车与轻轨,1,5274,16:16:00,16:22:00,360
0,有轨电车与轻轨,1,5274,16:22:00,16:30:00,480
0,有轨电车与轻轨,1,5274,16:30:00,16:45:00,300
0,有轨电车与轻轨,1,5274,16:45:00,16:49:00,240
0,有轨电车与轻轨,1,5274,16:49:00,17:14:00,300
0,有轨电车与轻轨,1,5274,17:14:00,17:18:00,240
0,有轨电车与轻轨,1,5274,17:18:00,17:43:00,300
0,有轨电车与轻轨,1,5274,17:43:00,17:47:00,240
0,有轨电车与轻轨,1,5274,17:47:00,18:12:00,300
0,有轨电车与轻轨,1,5274,18:12:00,18:16:00,240
0,有轨电车与轻轨,1,5274,18:16:00,18:41:00,300
0,有轨电车与轻轨,1,5274,18:41:00,18:45:00,240
0,有轨电车与轻轨,1,5274,18:45:00,19:10:00,300
